XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
179843.8953,2488626.683,331,401,201,330.2747311
178437.4671,2488640.581,333,261,167,301.2544929
178437.4671,2488640.581,333,382,191,191.1167545
178437.4671,2488640.581,333,393,197,215.8385182
181410.6425,2488660.58,335,336,168,326.8300894
181410.6425,2488660.58,335,376,189,99.39577401
181618.8224,2488507.887,336,335,168,326.8300894
181618.8224,2488507.887,336,390,196,340.4177304
181618.8224,2488507.887,336,396,199,410.1694596
179760.3477,2488666.687,337,239,169,563.2304743
179760.3477,2488666.687,337,331,170,92.63105484
179760.3477,2488666.687,337,399,200,227.8076923
180824.5959,2488667.143,342,304,171,171.2998408
180824.5959,2488667.143,342,350,176,16.71830123
180824.5959,2488667.143,342,358,180,29.52067492
179626.9811,2488674.193,343,313,172,260.6795425
179626.9811,2488674.193,343,346,173,78.87829399
179626.9811,2488674.193,343,385,193,97.08538393
179696.4909,2488636.908,346,343,173,78.87829399
180792.7155,2488680.862,347,309,174,175.7753514
180792.7155,2488680.862,347,353,177,17.05298285
180792.7155,2488680.862,347,367,184,28.3806733
180815.3064,2488672.279,349,350,175,17.02620922
180815.3064,2488672.279,349,204,46340,2684.576128
180815.3064,2488672.279,349,362,46340,2684.576128
180815.3064,2488672.279,349,92680,46340,2684.576128
180828.1261,2488683.484,350,349,175,17.02620922
180828.1261,2488683.484,350,342,176,16.71830123
180828.1261,2488683.484,350,358,179,14.37015615
180828.1261,2488683.484,350,362,181,16.57815372
180806.6566,2488690.683,353,347,177,17.05298285
180806.6566,2488690.683,353,356,178,14.87349905
180806.6566,2488690.683,353,363,182,16.53056648
180806.6566,2488690.683,353,367,185,13.64123477
180804.1336,2488676.025,356,353,178,14.87349905
180804.1336,2488676.025,356,209,46342,2678.916148
180804.1336,2488676.025,356,363,46342,2678.916148
180804.1336,2488676.025,356,92683,46342,2678.916148
180838.946,2488692.941,358,350,179,14.37015615
180838.946,2488692.941,358,342,180,29.52067492
180838.946,2488692.941,358,763,383,779.2057475
180831.6267,2488699.688,362,350,181,16.57815372
180831.6267,2488699.688,362,204,46340,2684.576128
180831.6267,2488699.688,362,349,46340,2684.576128
180831.6267,2488699.688,362,92680,46340,2684.576128
180820.1706,2488700.203,363,353,182,16.53056648
180820.1706,2488700.203,363,209,46342,2678.916148
180820.1706,2488700.203,363,356,46342,2678.916148
180820.1706,2488700.203,363,92683,46342,2678.916148
178090.9318,2488700.796,365,329,183,90.00607138
180808.9706,2488704.126,367,347,184,28.3806733
180808.9706,2488704.126,367,353,185,13.64123477
180808.9706,2488704.126,367,753,377,744.3930495
244970.0503,2488710.939,374,266,187,341.7534157
244970.0503,2488710.939,374,380,190,354.4458241
244970.0503,2488710.939,374,446,223,293.2028115
181352.6083,2488741.274,376,296,188,403.1118133
181352.6083,2488741.274,376,335,189,99.39577401
181352.6083,2488741.274,376,390,195,95.2183208
244621.1213,2488717.817,380,374,190,354.4458241
178589.2594,2488756.697,382,333,191,191.1167545
178589.2594,2488756.697,382,300,192,305.5349194
178589.2594,2488756.697,382,444,222,199.3832483
179637.7613,2488758.608,385,343,193,97.08538393
179637.7613,2488758.608,385,388,194,114.7995465
179637.7613,2488758.608,385,415,208,139.3050206
179743.1325,2488717.274,388,385,194,114.7995465
181432.633,2488792.874,390,376,195,95.2183208
181432.633,2488792.874,390,336,196,340.4177304
181432.633,2488792.874,390,396,198,94.44991359
181432.633,2488792.874,390,403,202,101.1211757
178351.4799,2488838.506,393,333,197,215.8385182
178351.4799,2488838.506,393,425,214,51.88607753
178351.4799,2488838.506,393,803,403,622.6697843
181511.97,2488844.123,396,390,198,94.44991359
181511.97,2488844.123,396,336,199,410.1694596
181511.97,2488844.123,396,408,204,32.29606418
179872.9287,2488864.732,399,337,200,227.8076923
179872.9287,2488864.732,399,415,209,182.9661459
179872.9287,2488864.732,399,455,228,88.1297844
180052.1082,2488872.583,401,331,201,330.2747311
180052.1082,2488872.583,401,455,229,148.9817703
180052.1082,2488872.583,401,815,408,580.2261755
181371.3697,2488873.324,403,390,202,101.1211757
181371.3697,2488873.324,403,459,230,116.5232172
179517.6148,2488875.633,405,322,203,338.94735
179517.6148,2488875.633,405,437,219,44.23738983
179517.6148,2488875.633,405,453,227,131.8683541
181515.4359,2488876.232,408,396,204,32.29606418
181515.4359,2488876.232,408,459,231,80.84814014
181515.4359,2488876.232,408,468,234,129.5684209
246145.0316,2488837.194,409,410,205,284.4852168
246145.0316,2488837.194,409,422,211,81.26571501
246145.0316,2488837.194,409,487,245,180.2970162
246379.9257,2488878.474,410,409,205,284.4852168
246379.9257,2488878.474,410,323,206,338.6752366
246379.9257,2488878.474,410,434,218,36.43054032
246379.9257,2488878.474,410,726,363,604.3676781
179606.4499,2488879.417,413,414,207,13.84389623
179606.4499,2488879.417,413,437,220,77.22797939
179606.4499,2488879.417,413,463,232,75.03210345
179600.1766,2488867.076,414,413,207,13.84389623
179691.1005,2488885.106,415,385,208,139.3050206
179691.1005,2488885.106,415,399,209,182.9661459
179691.1005,2488885.106,415,429,215,25.23816146
178299.473,2488885.443,419,420,210,71.79604336
178299.473,2488885.443,419,425,213,51.25199227
178299.473,2488885.443,419,479,241,94.79108702
178230.1,2488866.948,420,419,210,71.79604336
178230.1,2488866.948,420,471,236,91.78268595
178230.1,2488866.948,420,782,391,753.3216026
246207.4189,2488889.271,422,409,211,81.26571501
246207.4189,2488889.271,422,424,212,117.5951218
246207.4189,2488889.271,422,450,225,67.50504983
246207.4189,2488889.271,422,521,262,162.2046103
246316.9597,2488864.986,424,422,212,117.5951218
246316.9597,2488864.986,424,434,217,71.83267072
246316.9597,2488864.986,424,450,226,96.30783928
178350.5162,2488890.064,425,419,213,51.25199227
178350.5162,2488890.064,425,393,214,51.88607753
178350.5162,2488890.064,425,571,286,222.4642616
179702.6933,2488907.524,429,415,215,25.23816146
179702.6933,2488907.524,429,441,221,14.47135716
179702.6933,2488907.524,429,517,259,125.8340634
181289.603,2488908.837,432,316,216,553.8467303
181289.603,2488908.837,432,498,249,160.4715036
181289.603,2488908.837,432,505,253,160.4777617
181289.603,2488908.837,432,787,395,580.6121289
246369.9286,2488913.506,434,424,217,71.83267072
246369.9286,2488913.506,434,410,218,36.43054032
246369.9286,2488913.506,434,447,224,22.05297098
179537.8838,2488914.953,437,405,219,44.23738983
179537.8838,2488914.953,437,413,220,77.22797939
179537.8838,2488914.953,437,483,242,75.85925899
179690.9278,2488915.95,441,429,221,14.47135716
179690.9278,2488915.95,441,463,233,58.89151124
179690.9278,2488915.95,441,501,252,102.4098337
178624.8262,2488930.158,444,382,222,199.3832483
178624.8262,2488930.158,444,470,235,24.35742752
178624.8262,2488930.158,444,542,271,183.9701823
244794.9936,2488932.796,446,374,223,293.2028115
246362.5281,2488934.28,447,434,224,22.05297098
246362.5281,2488934.28,447,492,247,72.76456889
246362.5281,2488934.28,447,536,269,262.8331703
246253.3373,2488937.287,450,422,225,67.50504983
246253.3373,2488937.287,450,424,226,96.30783928
246253.3373,2488937.287,450,492,246,88.27502566
179401.1003,2488937.387,453,405,227,131.8683541
179401.1003,2488937.387,453,475,238,63.2921307
179401.1003,2488937.387,453,587,294,233.3130514
179919.1388,2488939.775,455,399,228,88.1297844
179919.1388,2488939.775,455,401,229,148.9817703
179919.1388,2488939.775,455,517,260,177.4581693
179919.1388,2488939.775,455,529,265,110.6880101
181466.5118,2488940.597,459,403,230,116.5232172
181466.5118,2488940.597,459,408,231,80.84814014
181466.5118,2488940.597,459,498,250,76.61954437
181466.5118,2488940.597,459,511,256,128.3238236
179640.4584,2488946.299,463,413,232,75.03210345
179640.4584,2488946.299,463,441,233,58.89151124
179640.4584,2488946.299,463,483,243,76.80224629
179640.4584,2488946.299,463,501,251,64.02667169
181619.4279,2488953.521,468,408,234,129.5684209
181619.4279,2488953.521,468,511,257,80.47623581
181619.4279,2488953.521,468,581,292,256.6910262
178618.6208,2488953.711,470,444,235,24.35742752
178618.6208,2488953.711,470,516,258,147.482233
178618.6208,2488953.711,470,564,282,161.516273
178203.437,2488954.773,471,420,236,91.78268595
178203.437,2488954.773,471,479,240,72.47720691
178203.437,2488954.773,471,525,264,81.09901496
181213.2229,2488956.212,474,316,237,586.3710209
179344.479,2488965.67,475,453,238,63.2921307
179344.479,2488965.67,475,495,248,78.35028369
179344.479,2488965.67,475,601,301,233.960691
241760.4909,2488974.853,477,478,239,1132.292964
241760.4909,2488974.853,477,812,406,666.6026199
241760.4909,2488974.853,477,3083,1543,5050.982866
241301.0422,2488360.245,478,477,239,1132.292964
178272.6269,2488976.353,479,471,240,72.47720691
178272.6269,2488976.353,479,419,241,94.79108702
178272.6269,2488976.353,479,531,267,81.0560008
179572.6559,2488982.374,483,437,242,75.85925899
179572.6559,2488982.374,483,463,243,76.80224629
179572.6559,2488982.374,483,555,278,117.1901423
246040.8317,2488984.332,487,225,244,983.9166534
246040.8317,2488984.332,487,409,245,180.2970162
246040.8317,2488984.332,487,521,261,87.68891045
246321.2762,2488991.41,492,450,246,88.27502566
246321.2762,2488991.41,492,447,247,72.76456889
246321.2762,2488991.41,492,536,268,134.3183971
246321.2762,2488991.41,492,545,274,152.1132889
179274.3884,2489000.685,495,475,248,78.35028369
181420.1456,2489001.595,498,432,249,160.4715036
181420.1456,2489001.595,498,459,250,76.61954437
181420.1456,2489001.595,498,505,254,11.47788937
181420.1456,2489001.595,498,576,288,204.3139286
179669.4721,2489003.374,501,463,251,64.02667169
179669.4721,2489003.374,501,441,252,102.4098337
179669.4721,2489003.374,501,549,275,89.65484152
181413.195,2489010.729,505,432,253,160.4777617
181413.195,2489010.729,505,498,254,11.47788937
181413.195,2489010.729,505,553,277,123.0027372
250770.4436,2489016.592,509,510,255,2984.065923
248931.8153,2488049.267,510,509,255,2984.065923
181569.7401,2489016.827,511,459,256,128.3238236
181569.7401,2489016.827,511,468,257,80.47623581
181569.7401,2489016.827,511,539,270,75.29994154
178485.4748,2489017.14,516,470,258,147.482233
179760.4955,2489019.297,517,429,259,125.8340634
179760.4955,2489019.297,517,455,260,177.4581693
179760.4955,2489019.297,517,549,276,139.0928439
179760.4955,2489019.297,517,567,284,93.12873284
246119.6227,2489022.82,521,487,261,87.68891045
246119.6227,2489022.82,521,422,262,162.2046103
246119.6227,2489022.82,521,545,273,98.19636806
178179.8887,2489032.377,525,526,263,48.16123338
178179.8887,2489032.377,525,471,264,81.09901496
178179.8887,2489032.377,525,531,266,73.07939325
178179.8887,2489032.377,525,559,281,57.69193368
178135.0845,2489014.711,526,525,263,48.16123338
179967.6898,2489039.247,529,455,265,110.6880101
179967.6898,2489039.247,529,567,287,191.7643016
179967.6898,2489039.247,529,821,411,389.4203184
178249.6682,2489054.089,531,525,266,73.07939325
178249.6682,2489054.089,531,479,267,81.0560008
